year,team,player,position_raw,position_primary_code,position_primary_label,salary_usd,war,position_code,position_label,n_positions,salary_split,war_split
2025,STL,Miles Mikolas,rhp,rhp,RHP,17666667,0.3,rhp,RHP,2,8833333.5,0.15
2025,STL,Miles Mikolas,s,rhp,RHP,17666667,0.3,s,SS,2,8833333.5,0.15
2025,TOR,Bo Bichette,ss,ss,SS,17583333,3.8,ss,SS,1,17583333,3.8
2025,MIA,Sandy Alcantara,rhp,rhp,RHP,17300000,1.7,rhp,RHP,2,8650000,0.85
2025,MIA,Sandy Alcantara,s,rhp,RHP,17300000,1.7,s,SS,2,8650000,0.85
2025,SFG,Jung Hoo Lee,cf,cf,CF,17250000,2.4,cf,CF,1,17250000,2.4
2025,CHW,Andrew Benintendi,lf,lf,LF,17100000,0.2,lf,LF,1,17100000,0.2
2025,SDP,Manny Machado,3b,3b,3B,17090909,3.8,3b,3B,1,17090909,3.8
2025,LAD,Michael Conforto,dh,dh,DH,17000000,-0.6,dh,DH,2,8500000,-0.3
2025,LAD,Michael Conforto,rf,dh,DH,17000000,-0.6,rf,RF,2,8500000,-0.3
2025,NYM,Frankie Montas,rhp,rhp,RHP,17000000,0,rhp,RHP,2,8500000,0
2025,NYM,Frankie Montas,s,rhp,RHP,17000000,0,s,SS,2,8500000,0
2025,ATL,Ronald Acuña Jr.,rf,rf,RF,17000000,3.5,rf,RF,1,17000000,3.5
2025,ARI,Ketel Marte,2b,2b,2B,16600000,4.6,2b,2B,1,16600000,4.6
2025,TEX,Tyler Mahle,rhp,rhp,RHP,16500000,1.9,rhp,RHP,2,8250000,0.95
2025,TEX,Tyler Mahle,s,rhp,RHP,16500000,1.9,s,SS,2,8250000,0.95
2025,BAL,Tyler O'Neill,lf,lf,LF,16500000,-0.3,lf,LF,1,16500000,-0.3
2025,CHC,Kyle Tucker,rf,rf,RF,16500000,4.5,rf,RF,1,16500000,4.5
2025,ATL,Marcell Ozuna,dh,dh,DH,16000000,1.2,dh,DH,1,16000000,1.2
2025,ATL,Raisel Iglesias,rhp,rhp,RHP,16000000,1,rhp,RHP,2,8000000,0.5
2025,ATL,Raisel Iglesias,c,rhp,RHP,16000000,1,c,C,2,8000000,0.5
2025,LAA,Jorge Soler,dh,dh,DH,16000000,-0.3,dh,DH,2,8000000,-0.15
2025,LAA,Jorge Soler,rf,dh,DH,16000000,-0.3,rf,RF,2,8000000,-0.15
2025,COL,Kyle Freeland,lhp,lhp,LHP,16000000,2.5,lhp,LHP,2,8000000,1.25
2025,COL,Kyle Freeland,s,lhp,LHP,16000000,2.5,s,SS,2,8000000,1.25
2025,CIN,Jeimer Candelario,3b,3b,3B,16000000,-0.7,3b,3B,1,16000000,-0.7
2025,HOU,Yordan Alvarez,lf,lf,LF,15833333,0.5,lf,LF,2,7916666.5,0.25
2025,HOU,Yordan Alvarez,dh,lf,LF,15833333,0.5,dh,DH,2,7916666.5,0.25
2025,NYM,Jeff McNeil,2b,2b,2B,15750000,2.1,2b,2B,1,15750000,2.1
2025,NYM,Kodai Senga,rhp,rhp,RHP,15666667,1.4,rhp,RHP,2,7833333.5,0.7
2025,NYM,Kodai Senga,s,rhp,RHP,15666667,1.4,s,SS,2,7833333.5,0.7
2025,TOR,Max Scherzer,rhp,rhp,RHP,15500000,0.4,rhp,RHP,2,7750000,0.2
2025,TOR,Max Scherzer,s,rhp,RHP,15500000,0.4,s,SS,2,7750000,0.2
2025,PIT,Mitch Keller,rhp,rhp,RHP,15411500,2.5,rhp,RHP,2,7705750,1.25
2025,PIT,Mitch Keller,s,rhp,RHP,15411500,2.5,s,SS,2,7705750,1.25
2025,MIN,Byron Buxton,cf,cf,CF,15142857,5,cf,CF,1,15142857,5
2025,SFG,Justin Verlander,rhp,rhp,RHP,15000000,2.2,rhp,RHP,2,7500000,1.1
2025,SFG,Justin Verlander,s,rhp,RHP,15000000,2.2,s,SS,2,7500000,1.1
2025,BAL,Charlie Morton,rhp,rhp,RHP,15000000,0.3,rhp,RHP,2,7500000,0.15
2025,BAL,Charlie Morton,s,rhp,RHP,15000000,0.3,s,SS,2,7500000,0.15
2025,NA,Alex Cobb,rhp,rhp,RHP,15000000,NA,rhp,RHP,2,7500000,NA
2025,NA,Alex Cobb,s,rhp,RHP,15000000,NA,s,SS,2,7500000,NA
2025,NYY,DJ LeMahieu,3b,3b,3B,15000000,0.3,3b,3B,1,15000000,0.3
2025,ARI,Eugenio Suárez,3b,3b,3B,15000000,3.8,3b,3B,1,15000000,3.8
2025,KCR,Seth Lugo,rhp,rhp,RHP,15000000,0.5,rhp,RHP,2,7500000,0.25
2025,KCR,Seth Lugo,s,rhp,RHP,15000000,0.5,s,SS,2,7500000,0.25
2025,DET,Gleyber Torres,2b,2b,2B,15000000,2.6,2b,2B,1,15000000,2.6
2025,ATL,Sean Murphy,c,c,C,15000000,2,c,C,1,15000000,2
2025,CHW,Luis Robert Jr.,cf,cf,CF,15000000,1.3,cf,CF,1,15000000,1.3
2025,CHC,Ryan Pressly,rhp,rhp,RHP,14700000,-0.3,rhp,RHP,1,14700000,-0.3
2025,LAD,Teoscar Hernández,lf,lf,LF,14606604,0.6,lf,LF,1,14606604,0.6
2025,ATH,Max Muncy,3b,3b,3B,14500000,-0.4,3b,3B,1,14500000,-0.4
2025,LAD,Max Muncy,3b,3b,3B,14500000,2.9,3b,3B,1,14500000,2.9
2025,NYY,Max Fried,lhp,lhp,LHP,14500000,4.8,lhp,LHP,2,7250000,2.4
2025,NYY,Max Fried,s,lhp,LHP,14500000,4.8,s,SS,2,7250000,2.4
2025,LAD,Yoshinobu Yamamoto,rhp,rhp,RHP,14166667,5,rhp,RHP,2,7083333.5,2.5
2025,LAD,Yoshinobu Yamamoto,s,rhp,RHP,14166667,5,s,SS,2,7083333.5,2.5
2025,ARI,Lourdes Gurriel Jr.,dh,dh,DH,14000000,0.8,dh,DH,1,14000000,0.8
2025,SDP,Luis Arraez,2b,2b,2B,14000000,0.9,2b,2B,1,14000000,0.9
2025,SDP,Dylan Cease,rhp,rhp,RHP,13750000,3.4,rhp,RHP,2,6875000,1.7
2025,SDP,Dylan Cease,s,rhp,RHP,13750000,3.4,s,SS,2,6875000,1.7
2025,CHC,Shota Imanaga,lhp,lhp,LHP,13750000,0.9,lhp,LHP,2,6875000,0.45
2025,CHC,Shota Imanaga,s,lhp,LHP,13750000,0.9,s,SS,2,6875000,0.45
2025,ARI,Zac Gallen,rhp,rhp,RHP,13500000,1.1,rhp,RHP,2,6750000,0.55
2025,ARI,Zac Gallen,s,rhp,RHP,13500000,1.1,s,SS,2,6750000,0.55
2025,LAD,Will Smith,c,c,C,13477716,4.1,c,C,1,13477716,4.1
2025,SFG,Willy Adames,ss,ss,SS,13142857,4,ss,SS,1,13142857,4
2025,LAD,Kirby Yates,rhp,rhp,RHP,13000000,-0.1,rhp,RHP,1,13000000,-0.1
2025,LAA,Tyler Anderson,lhp,lhp,LHP,13000000,0.1,lhp,LHP,2,6500000,0.05
2025,LAA,Tyler Anderson,s,lhp,LHP,13000000,0.1,s,SS,2,6500000,0.05
2025,TEX,Jon Gray,rhp,rhp,RHP,13000000,-0.4,rhp,RHP,2,6500000,-0.2
2025,TEX,Jon Gray,s,rhp,RHP,13000000,-0.4,s,SS,2,6500000,-0.2
2025,LAD,Chris Taylor,lf,lf,LF,13000000,-0.4,lf,LF,2,6500000,-0.2
2025,LAD,Chris Taylor,rf,lf,LF,13000000,-0.4,rf,RF,2,6500000,-0.2
2025,NYM,Clay Holmes,rhp,rhp,RHP,13000000,1.9,rhp,RHP,2,6500000,0.95
2025,NYM,Clay Holmes,s,rhp,RHP,13000000,1.9,s,SS,2,6500000,0.95
2025,TBR,Ha-Seong Kim,ss,ss,SS,13000000,0.3,ss,SS,1,13000000,0.3
2025,BAL,Tomoyuki Sugano,rhp,rhp,RHP,13000000,0.1,rhp,RHP,2,6500000,0.05
2025,BAL,Tomoyuki Sugano,s,rhp,RHP,13000000,0.1,s,SS,2,6500000,0.05
2025,LAD,Tanner Scott,lhp,lhp,LHP,12789587,0,lhp,LHP,2,6394793.5,0
2025,LAD,Tanner Scott,c,lhp,LHP,12789587,0,c,C,2,6394793.5,0
2025,NYY,Paul Goldschmidt,1b,1b,1B,12500000,0.8,1b,1B,1,12500000,0.8
2025,STL,Steven Matz,lhp,lhp,LHP,12500000,1.1,lhp,LHP,2,6250000,0.55
2025,STL,Steven Matz,s,lhp,LHP,12500000,1.1,s,SS,2,6250000,0.55
2025,SEA,Mitch Garver,c,c,C,12500000,0,c,C,2,6250000,0
2025,SEA,Mitch Garver,dh,c,C,12500000,0,dh,DH,2,6250000,0
2025,SFG,Jordan Hicks,rhp,rhp,RHP,12500000,0.3,rhp,RHP,2,6250000,0.15
2025,SFG,Jordan Hicks,s,rhp,RHP,12500000,0.3,s,SS,2,6250000,0.15
2025,PIT,Bryan Reynolds,rf,rf,RF,12250000,1.1,rf,RF,1,12250000,1.1
2025,CLE,Carlos Santana,1b,1b,1B,12000000,0.3,1b,1B,2,6000000,0.15
2025,CLE,Carlos Santana,dh,1b,1B,12000000,0.3,dh,DH,2,6000000,0.15
2025,ATL,Jurickson Profar,lf,lf,LF,12000000,1.3,lf,LF,1,12000000,1.3
2025,CIN,Taylor Rogers,lhp,lhp,LHP,12000000,0.2,lhp,LHP,1,12000000,0.2
2025,COL,Antonio Senzatela,rhp,rhp,RHP,12000000,-0.1,rhp,RHP,2,6000000,-0.05
2025,COL,Antonio Senzatela,s,rhp,RHP,12000000,-0.1,s,SS,2,6000000,-0.05
2025,COL,Ryan McMahon,3b,3b,3B,12000000,1.9,3b,3B,1,12000000,1.9
2025,SFG,Logan Webb,rhp,rhp,RHP,12000000,5.5,rhp,RHP,2,6000000,2.75
2025,SFG,Logan Webb,s,rhp,RHP,12000000,5.5,s,SS,2,6000000,2.75
2025,HOU,Rafael Montero,rhp,rhp,RHP,11500000,0.1,rhp,RHP,1,11500000,0.1
2025,CHC,Nico Hoerner,2b,2b,2B,11500000,4.8,2b,2B,1,11500000,4.8
2025,SEA,Randy Arozarena,lf,lf,LF,11300000,2.9,lf,LF,1,11300000,2.9
2025,SDP,Jake Cronenworth,1b,1b,1B,11285714,2.9,1b,1B,1,11285714,2.9
2025,LAA,Robert Stephenson,rhp,rhp,RHP,11000000,0.1,rhp,RHP,1,11000000,0.1
2025,SEA,J.P. Crawford,ss,ss,SS,11000000,2.8,ss,SS,1,11000000,2.8
2025,NYM,A.J. Minter,lhp,lhp,LHP,11000000,0.3,lhp,LHP,1,11000000,0.3
2025,ARI,Josh Naylor,1b,1b,1B,10900000,3.1,1b,1B,1,10900000,3.1
2025,BOS,Aroldis Chapman,lhp,lhp,LHP,10750000,2.6,lhp,LHP,1,10750000,2.6
2025,TOR,Andrés Giménez,2b,2b,2B,10571429,1,2b,2B,1,10571429,1
2025,TOR,Chad Green,rhp,rhp,RHP,10500000,-0.9,rhp,RHP,1,10500000,-0.9
2025,TBR,Brandon Lowe,2b,2b,2B,10500000,1.7,2b,2B,1,10500000,1.7
2025,ATH,Jeffrey Springs,lhp,lhp,LHP,10500000,1.7,lhp,LHP,2,5250000,0.85
2025,ATH,Jeffrey Springs,s,lhp,LHP,10500000,1.7,s,SS,2,5250000,0.85
2025,TEX,Adolis García,rf,rf,RF,10500000,0.7,rf,RF,1,10500000,0.7
2025,TOR,Anthony Santander,rf,rf,RF,10471465,-0.9,rf,RF,1,10471465,-0.9
2025,HOU,Cristian Javier,rhp,rhp,RHP,10400000,0.9,rhp,RHP,2,5200000,0.45
2025,HOU,Cristian Javier,s,rhp,RHP,10400000,0.9,s,SS,2,5200000,0.45
2025,WSN,Nathaniel Lowe,1b,1b,1B,10300000,-0.3,1b,1B,1,10300000,-0.3
2025,DET,Tarik Skubal,lhp,lhp,LHP,10150000,6.6,lhp,LHP,2,5075000,3.3
2025,DET,Tarik Skubal,s,lhp,LHP,10150000,6.6,s,SS,2,5075000,3.3
2025,LAA,Kenley Jansen,rhp,rhp,RHP,10000000,0.6,rhp,RHP,2,5000000,0.3
2025,LAA,Kenley Jansen,c,rhp,RHP,10000000,0.6,c,C,2,5000000,0.3
2025,MIN,Christian Vázquez,c,c,C,10000000,0.3,c,C,1,10000000,0.3
2025,DET,Kenta Maeda,rhp,rhp,RHP,10000000,-0.1,rhp,RHP,1,10000000,-0.1
2025,PHI,Max Kepler,lf,lf,LF,10000000,0.6,lf,LF,1,10000000,0.6
2025,NA,Matt Boyd,lhp,lhp,LHP,10000000,NA,lhp,LHP,2,5000000,NA
2025,NA,Matt Boyd,s,lhp,LHP,10000000,NA,s,SS,2,5000000,NA
2025,ATH,José Leclerc,rhp,rhp,RHP,10000000,-0.3,rhp,RHP,1,10000000,-0.3
2025,COL,Germán Márquez,rhp,rhp,RHP,10000000,0.3,rhp,RHP,2,5000000,0.15
2025,COL,Germán Márquez,s,rhp,RHP,10000000,0.3,s,SS,2,5000000,0.15
2025,KCR,Carlos Estévez,rhp,rhp,RHP,10000000,1.1,rhp,RHP,2,5000000,0.55
2025,KCR,Carlos Estévez,c,rhp,RHP,10000000,1.1,c,C,2,5000000,0.55
2025,TBR,Yandy Díaz,1b,1b,1B,10000000,2.9,1b,1B,1,10000000,2.9
2025,TOR,Shane Bieber,rhp,rhp,RHP,10000000,0.3,rhp,RHP,2,5000000,0.15
2025,TOR,Shane Bieber,s,rhp,RHP,10000000,0.3,s,SS,2,5000000,0.15
2025,SDP,Robert Suarez,rhp,rhp,RHP,10000000,1.9,rhp,RHP,1,10000000,1.9
2025,SFG,Mike Yastrzemski,cf,cf,CF,9250000,2.3,cf,CF,1,9250000,2.3
2025,PHI,José Alvarado,lhp,lhp,LHP,9166667,0.3,lhp,LHP,1,9166667,0.3
2025,NA,Joe Jiménez,rhp,rhp,RHP,9000000,NA,rhp,RHP,1,9000000,NA
2025,BAL,Andrew Kittredge,rhp,rhp,RHP,9000000,0.8,rhp,RHP,1,9000000,0.8
2025,WSN,Michael Soroka,rhp,rhp,RHP,9000000,1.1,rhp,RHP,2,4500000,0.55
2025,WSN,Michael Soroka,s,rhp,RHP,9000000,1.1,s,SS,2,4500000,0.55
2025,PHI,Ranger Suárez,lhp,lhp,LHP,8800000,4,lhp,LHP,2,4400000,2
2025,PHI,Ranger Suárez,s,lhp,LHP,8800000,4,s,SS,2,4400000,2
2025,CIN,Brady Singer,rhp,rhp,RHP,8750000,2.9,rhp,RHP,2,4375000,1.45
2025,CIN,Brady Singer,s,rhp,RHP,8750000,2.9,s,SS,2,4375000,1.45
2025,BAL,Cedric Mullins,cf,cf,CF,8725000,1.3,cf,CF,1,8725000,1.3
